issue_num,issue_title,option_num,option_text,Civil Rights,Economy,Political Freedom,Wealth Gaps,Death Rate,Compassion,Eco-Friendliness,Social Conservatism,Nudity,Industry: Automobile Manufacturing,Industry: Cheese Exports,Industry: Basket Weaving,Industry: Information Technology,Industry: Pizza Delivery,Industry: Trout Fishing,Industry: Arms Manufacturing,Sector: Agriculture,Industry: Beverage Sales,Industry: Timber Woodchipping,Industry: Mining,Industry: Insurance,Industry: Furniture Restoration,Industry: Retail,Industry: Book Publishing,Industry: Gambling,Sector: Manufacturing,Government Size,Welfare,Public Healthcare,Law Enforcement,Business Subsidization,Religiousness,Income Equality,Niceness,Rudeness,Intelligence,Ignorance,Political Apathy,Health,Cheerfulness,Weather,Compliance,Safety,Lifespan,Ideological Radicality,Defense Forces,Pacifism,Economic Freedom,Taxation,Freedom From Taxation,Corruption,Integrity,Authoritarianism,Employment,Public Transport,Tourism,Weaponization,Recreational Drug Use,Obesity,Secularism,Environmental Beauty,Charmlessness,Averageness,Human Development Index,Primitiveness,Scientific Advancement,Inclusiveness,Average Income,Average Income of Poor,Average Income of Rich,Public Education,Crime,Foreign Aid,Average Disposable Income,Patriotism,Food Quality,Accessibility,Youth Rebelliousness,Culture
882,#882 Death by Chocolate,3,3. children aren't allowed to chew their pencils until they get home from school,-0.003,-0.145,,-0.118,-0.0111,,-3.2634,0.003,-0.0055,-3.4579,-4.3949,-5.7923,-7.8321,-2.8603,-8.756,-9.6122,-5.1693,-2.0266,-5.4591,-6.7784,-3.8095,-4.7089,207.3155,-5.7276,-0.4874,-18.8619,0.0026,-68.5633,-5.8613,-7.0929,-5.2428,,0.1976,,-0.2803,-0.0013,0.0007,,-0.0003,,-0.0074,-0.0414,0.0664,-0.0203,0.0428,-6.2483,-0.025,-0.2845,-0.0373,0.0532,,,12.0608,-0.0062,65.8265,-0.4807,0.0011,-0.0011,-0.0098,,-0.0917,0.0603,-0.0428,-0.0388,-0.017,0.0178,,56.4421,203.8048,-580.9557,-7.614,0.009,-1.7971,39.0267,0.0028,-0.062,1.1131,,
883,#883 Who Let the Dinos Out?,1,1. romantic sunsets are no longer interrupted by explosions and monstrous roars,,-0.1154,,-0.2141,-0.478,-0.0,14.0975,,,9.0573,19.5395,21.6449,86.7625,2.3214,5.432,138.4494,33.9374,5.4884,30.8173,30.2068,4.2019,29.2107,18.1185,20.1114,4.9673,169.1515,0.0001,9.4274,22.3311,36.1535,35.3733,,0.624,,-0.8717,0.0017,,,0.0944,,0.9923,0.0405,0.0772,0.1371,0.2693,34.1388,0.0149,-1.1753,0.3223,-1.1341,,,55.5197,-0.2413,8.0217,-4.4055,-0.0017,0.0543,-0.0237,,,0.7618,-0.2693,-0.0043,-0.0026,0.0025,,-327.286,767.3355,-4531.6269,32.8305,-0.0097,2.7416,-561.2774,,-0.0388,-0.7491,,
883,#883 Who Let the Dinos Out?,2,2. the restriction that you must be over 1.1 metres tall to ride a carnotaurus has recently been waived,-0.0015,0.0729,-0.0019,0.3512,1.1005,-0.1991,-4.9531,0.0011,,-4.4394,-5.1118,-8.2063,22.7552,9.1302,-1.4395,-15.5151,-8.03,15.8201,-7.7372,-15.7383,-3.4909,-7.8137,358.0225,2.6891,-20.6776,-28.1625,0.0003,-3.8132,-8.1786,-11.3926,-15.1282,,-0.2896,-0.1169,1.0378,0.3214,-0.1639,,-0.1696,,-2.9698,-0.0577,-0.1312,-0.3662,-0.0767,-13.1189,-0.197,0.4749,-0.1259,0.5133,0.0008,-0.0001,-18.1931,0.0134,-3.0834,-0.6866,0.0055,0.0479,0.2188,,,0.1809,0.0767,-0.0344,-1.0336,0.8982,,191.0826,-335.4975,2150.5991,-13.0392,0.0157,-0.7893,266.8582,,-0.275,-3.772,,-0.0043
883,#883 Who Let the Dinos Out?,3,3. monster hunters with oversized swords roam the land,,-0.0461,,-1.7097,-0.7083,-0.0817,10.2733,,,11.4983,8.8855,21.5795,16.7462,5.4839,2.4155,58.5275,17.2795,20.9319,24.5012,45.9153,4.2011,21.7417,73.7147,7.3673,30.8091,91.6052,,9.6759,22.4916,29.5714,45.5173,,0.6303,-0.0391,-2.1411,-0.2417,0.3648,,,,,0.0017,0.0278,0.2003,0.2336,19.3505,-0.0772,-1.3642,0.0956,-0.5448,,,61.9731,-0.0545,8.2464,-4.0723,0.0008,-0.0759,0.0209,,,2.3958,-0.2336,-0.0713,16.1203,-17.0469,,235.2858,1476.1622,-7053.375,25.8428,-0.0013,2.1898,-131.3494,,-0.0373,-0.0062,,
884,"#884 You're Psychotic, @@LEADER@@",1,1. the decision to be oppressed is now made democratically,,,11.2464,,0.0031,,-1.3201,,,-1.2024,-2.6673,-2.2207,-9.9929,-0.1123,-1.1209,-19.2259,-4.2967,-0.9525,-3.7403,-2.7742,-0.4391,-3.5601,-0.0897,-0.7801,-4.5563,-22.6484,,-0.7976,-2.1236,-4.9874,-3.5445,,,,6.4698,1.1237,-0.7721,-1.0416,,,,0.1518,1.0379,0.0001,-3.3138,-4.8611,0.0396,,0.0008,-0.0026,-5.4278,1.7185,-772.8196,,-0.7044,5.3693,-0.0035,-0.1139,,,,-1.2182,3.3138,-0.0002,,,,-92.4761,-48.2636,-172.5052,-3.2392,-0.0184,-0.1824,-30.1008,0.3472,,,,
884,"#884 You're Psychotic, @@LEADER@@",2,2. consumers are free to choose - so long as they choose Eckie-Ecola or Eckie-Cola,,2.421,,0.539,1.8679,,-0.5849,,,93.4072,118.8927,148.4036,94.9086,60.5041,192.5222,184.6429,117.4506,80.9286,163.3744,74.194,98.6802,136.0188,24.0935,116.3914,145.0821,425.7514,,30.4176,-23.2216,-37.0978,-127.6586,,-10.6409,,6.6186,0.1106,-0.093,,,,,-0.6105,-0.3834,-0.4226,-2.2745,8.7521,-0.483,74.283,-0.814,3.767,,,-653.9333,-4.0385,17.7452,-1.619,0.0349,-0.2973,0.1766,,-0.8878,0.2992,2.2745,0.4385,0.6116,2.2957,,2062.486,-9968.9343,26581.8953,-23.3185,0.1737,23.4601,1419.3637,,0.5885,-4.1173,,
884,"#884 You're Psychotic, @@LEADER@@",3,3/4. citizens may now wear shoes while watching television as long as the television is outside and the shoes are rental,6.1444,3.7781,,0.3125,0.2571,,71.3903,-5.5198,3.1425,15.7439,46.1776,21.7261,90.2981,25.2788,225.4402,52.5732,49.7668,-9.9887,-3.2643,-6.1609,49.0135,9.8045,-26.7842,50.2797,28.471,90.0317,0.0012,113.2453,89.4034,116.5664,8.0793,,-6.1019,-0.0001,6.44,0.6103,-0.9619,0.0103,,-0.0046,-0.06,-0.4283,-0.1237,0.1811,-4.3904,128.1572,-0.8423,80.6513,-0.2134,1.3892,-0.0086,0.0005,-1247.5382,-5.1901,71.7876,4.2535,0.0159,9.016,0.2264,,-0.5586,-0.715,4.3904,0.9388,0.6445,-0.6181,,1796.9977,-3446.2401,12551.8,119.3581,0.1002,48.1311,963.7963,-0.1004,1.0364,3.15,,
884,"#884 You're Psychotic, @@LEADER@@",4,5. the @@DEMONYMADJECTIVE@@ government claim that @@DEMONYMNOUNPLURAL@@ are oppressed out of love,-0.0082,0.0124,-0.0115,0.0001,-0.9715,0.6823,-10.8368,0.0082,-0.0017,-1.3369,-3.4379,-7.7861,-25.6057,-1.6509,-9.8003,-91.4503,-7.8935,-2.4497,-6.4071,-13.622,-10.6232,-5.4436,-9.3862,-5.7112,-4.1992,-100.5593,0.1376,228.4508,241.769,-24.3525,-17.947,0.2765,-0.0043,0.5199,-0.193,0.0012,0.0025,,0.0019,0.3203,0.9931,0.3411,0.2989,0.3971,0.0047,-26.648,0.8824,0.0056,0.3433,-2.5382,-0.5453,0.1083,2.0946,0.0417,-7.9602,7.7591,-0.0072,-0.0023,-0.001,-0.0018,-0.0109,-1.0054,-0.0047,0.1341,-0.0118,0.0172,-0.0187,110.5068,81.0877,144.9655,-19.4048,-0.0584,-2.7358,-260.193,0.0001,0.0084,3.8611,,
884,"#884 You're Psychotic, @@LEADER@@",5,6. they say insanity is torturing the same citizens over and over again and expecting a different result,-0.3642,-0.6959,-1.2286,-0.141,-0.2233,-0.5263,19.0947,0.3402,-0.1207,-63.7948,-82.5284,-123.7704,-52.2136,-51.2209,-57.4834,-55.2441,-76.0134,-54.6632,-108.0517,-68.1616,-71.029,-136.6199,-55.0495,-61.1362,-60.122,-242.1419,,12.2443,44.4465,92.257,85.6121,,0.9659,-0.4906,-3.0083,-0.2247,0.2997,,,-0.8386,-2.9379,-0.1391,-1.1726,0.087,1.015,83.5963,-0.714,-1.521,0.6359,-1.8094,2.851,-0.6319,328.4791,-0.4483,15.1155,-16.7006,0.0005,-0.1354,-0.0408,,0.913,3.1324,-1.015,-0.1115,-0.1301,-2.5003,,-957.3628,659.4963,-5813.3793,54.5679,0.0302,4.1061,-705.1937,0.006,-0.0761,-3.5491,,
885,#885 Has Beans,1,1. coffee-addicted citizens look forward to baristas getting their name wrong at local coffee shops,-0.0007,1.2115,,-0.0013,-0.2436,-0.0027,2.699,0.0004,-0.0003,4.031,4.3562,6.2417,1.8241,5.6856,15.8222,-6.1885,473.5897,0.7592,1.3927,1.0075,-31.1035,2.1537,357.6866,8.0977,0.611,4.0841,0.0592,6.4385,5.0538,2.7422,143.0814,,0.0009,0.2554,-0.0012,-0.0004,0.0,-0.0036,0.0002,0.4203,0.9904,0.0003,-0.002,0.1382,0.0046,1.5864,-0.0047,-0.0032,0.1756,-1.0689,0.0024,-0.0001,0.0259,-0.0844,2.7747,3.5378,-0.0,-0.0014,-0.0035,,,-0.3644,-0.0046,0.4512,0.001,-0.001,0.0041,1072.0218,520.9677,2523.6366,6.7484,0.0001,1.7003,492.4115,0.002,0.326,0.7159,,
885,#885 Has Beans,2,2. politicians are often seen drinking soft drinks at the end of every public address,,-0.1648,,-3.1501,2.9787,,-2.8637,,,-8.4414,-9.8313,-10.1734,-18.2349,44.5833,-12.7583,-21.5385,-8.0209,677.4644,-11.7639,-17.0592,20.0363,-11.2532,-26.4638,-9.8641,1.6101,-40.1533,0.0002,-5.6013,-6.9645,-8.9307,-5.9626,,0.2768,-0.1782,-0.6713,,-0.0004,,-0.3109,-0.3402,-3.9268,0.0416,-0.4646,-0.9922,-0.017,-9.3321,0.0332,-0.6363,-0.1761,0.3985,0.8929,-0.1802,17.6831,-0.3207,-3.9541,-2.7691,-0.0026,0.1433,0.6966,,,0.473,0.017,-0.3713,-0.0098,0.0095,,458.8583,559.982,-2473.939,-8.4573,-0.0201,-1.5675,393.731,,-0.5752,0.3794,,
885,#885 Has Beans,3,3. advertisers are struggling to make water sound cool to a twitchy public,-0.0097,-0.3911,-0.0007,-0.4856,-1.2828,0.0012,-1.1973,0.008,-0.0172,-0.4606,0.3147,-0.2434,9.4846,-57.8825,-8.7274,6.9116,-2.0411,-481.4349,2.281,7.404,-0.7952,2.7302,9.5277,-0.6127,0.5845,6.2075,0.0933,-3.9437,231.0406,0.9282,4.5546,,0.429,0.001,-0.5361,0.0045,-0.0154,,0.5785,,2.9631,0.0516,0.0845,1.1311,0.0395,-0.1542,0.0619,-0.6864,0.5653,-1.4675,0.0007,-0.0001,17.026,-0.0477,-1.0482,1.0071,-0.0016,-0.141,-0.4032,,,-0.1202,-0.0395,0.2837,-0.0329,0.0344,,-286.2961,207.8388,-2348.2454,-0.9812,-0.0263,-1.0739,-612.1834,0.0005,0.6619,-0.3867,,
885,#885 Has Beans,4,4. the nation's poor can be seen scavenging trash bins for used coffee grounds,,1.6091,,-1.4043,-0.4141,,11.2178,,,22.0447,15.9888,27.7779,43.996,17.6134,41.4924,71.2743,22.0728,11.9853,26.5649,38.4292,21.8414,21.1101,27.0629,28.769,10.6063,121.0972,0.0848,17.5436,24.519,38.2716,274.046,,0.3979,,-0.679,0.002,-0.002,,,,,0.0463,0.1101,0.2159,-0.0005,39.8742,0.0594,-0.7826,0.3292,-1.1369,,,27.5066,-0.1605,14.42,1.0302,-0.0021,0.0007,-0.0387,,,-0.1052,0.0005,0.5504,-0.0178,0.0298,,1044.3732,998.8379,-790.9828,32.0076,-0.0337,5.337,294.7636,,-0.164,0.7511,,
886,#886 Bounty on the Table,1,1. even in a one-horse town police are as common as fleas on a stray dog,-0.9821,-0.332,,-0.4693,-1.3827,,-0.0652,0.9909,-1.2769,-3.7479,-4.1491,-7.1758,-1.704,-34.6367,-11.1436,1.2547,-4.6381,-36.5255,-2.4906,1.0089,-6.3504,-0.1103,4.7157,-5.9837,-124.2176,-9.6692,0.0807,-3.3076,-1.9013,165.0638,2.3087,,0.3559,,-0.6837,-0.1455,0.1514,,0.2169,,0.9917,1.3805,4.241,0.5493,-0.102,-0.8017,4.8535,-0.6611,0.2792,-0.8973,,,24.6137,-0.0888,-1.0038,27.3565,-0.5382,-1.9093,-0.2684,,,-3.2612,0.102,0.1174,,,,-96.3033,331.5407,-2433.7273,-2.2106,-1.2504,-0.3812,-350.8374,0.0291,0.1053,-0.208,,
886,#886 Bounty on the Table,2,2. bounty hunters have been dispatched to hunt down rogue bounty hunters,0.4973,0.1375,,0.7072,2.1771,-0.0004,0.2809,-0.4952,0.4764,0.6172,2.6877,2.5211,-0.5266,20.4339,2.0956,-0.4771,2.2158,34.8472,0.704,-0.8269,1.9512,1.2299,-6.0417,1.787,91.9606,2.661,-0.1481,1.4972,0.8929,-341.008,-2.2476,,-0.2076,-0.0001,0.5225,0.0686,-0.0774,,-0.0965,,,-0.9104,-2.7254,-0.5444,0.0755,1.3836,-1.8493,0.4758,-0.3818,1.6019,,,-16.8015,0.0886,0.543,-7.9001,0.4278,1.0575,0.2643,,,2.0749,-0.0755,-0.152,,,,-174.9449,-362.3824,1977.6812,0.4993,0.7722,0.1906,355.4467,-0.0133,-0.1089,0.2073,,
886,#886 Bounty on the Table,3,"3. a shout of ""stop in the name of the law!"" is more of a request than an order",,-0.0723,,-0.7211,2.1017,,4.2772,,,4.2928,2.8051,5.2462,15.3072,4.5419,7.6643,37.4849,2.5368,6.1874,6.9315,11.5251,1.2804,4.7126,16.5242,2.8194,125.2155,47.0236,-0.0592,1.1519,5.656,-189.0589,13.1655,,0.2015,,-0.9889,,,,,,0.0377,-2.5445,-2.2649,-0.3672,-0.0096,10.5694,-0.7464,-0.534,-0.1728,0.6945,,,13.0098,-0.0308,3.2811,-21.5245,0.464,0.986,-0.0272,,0.6557,10.6274,0.0096,-0.1394,,,,157.1572,462.1592,-2758.7547,5.7781,2.2464,0.7087,279.5887,,-0.0708,2.08,,
887,#887 Thin Skin,1,1. nature magazines featuring stick insects on their covers are sometimes mistaken for fashion magazines,0.4184,0.2682,,0.5149,0.6477,-0.3942,1.0444,-0.387,0.289,-0.4446,0.3284,31.6318,-6.0809,-225.4259,5.3437,21.5912,0.2133,20.5793,-0.6473,-2.4672,33.4376,-1.2271,365.157,36.713,5.2469,52.7615,-0.0199,3.4709,1.7021,0.9717,-2.989,,-0.3445,-0.5335,0.6981,0.0867,-0.0645,,-0.1591,-0.4164,-2.9576,-0.0891,-0.3249,-0.2697,-0.1294,0.4727,-0.4518,0.5647,-0.194,0.5596,,,-34.2865,0.0627,1.4442,1.0137,0.0072,0.3432,0.089,,,-0.075,0.1294,-0.0188,0.4671,0.004,-0.2934,213.3001,-231.7908,2097.069,1.7101,0.0429,1.0582,308.0185,-0.0067,1.2362,-7.1593,-0.0024,0.9879
887,#887 Thin Skin,2,2. fashion models are guaranteed to be 100% genuinely as anorexic as they appear on magazine covers,-0.3893,-0.1269,,-0.1353,-0.4735,0.32,1.227,0.3665,-0.311,1.3507,1.3079,4.4511,6.831,-14.7301,1.7253,-8.0599,3.0259,-9.7544,4.8569,10.0076,1.0843,4.5766,-325.091,3.0618,-1.9581,-2.2525,0.0237,0.6984,3.4924,5.9087,7.9839,,0.1437,0.2418,-0.328,-0.0571,0.0575,,0.1678,0.0,0.9855,0.0718,0.1292,0.2589,0.0587,4.4274,0.5351,-0.2004,0.2234,-0.6011,,,19.2969,-0.0118,1.2316,1.9058,-0.0036,-0.2791,-0.1029,,0.1886,-0.1323,-0.0587,0.0543,,,1.2208,-202.6054,-16.553,-840.2995,3.7039,-0.0242,0.0324,-256.7819,0.0074,0.6099,4.5305,,
887,#887 Thin Skin,3,3. the Fashion Channel can only be viewed on widescreen TVs,-0.4133,-0.5477,,-0.2032,-0.5025,0.3692,-1.7274,0.4009,-0.3636,-1.459,-2.0916,2.0097,1.0301,-17.5996,-18.8444,-8.2857,-4.8617,-16.5261,3.511,16.5863,-3.4772,0.701,-519.5713,-4.1648,-4.8252,-7.7265,0.0505,-7.817,-1.6782,3.4471,9.2854,,0.5741,0.3094,-0.7216,-0.0605,0.0633,-0.0019,0.1928,,0.9646,0.1213,0.3288,0.2816,0.129,0.2712,0.6421,-0.7598,0.4045,-1.1462,0.0018,-0.0002,38.8506,-0.1027,-2.8562,2.4818,-0.0046,-0.4097,-0.1208,,-0.4321,-0.4022,-0.129,-0.0283,,,3.9366,-471.065,60.3265,-2319.7581,-2.6207,-0.0587,-3.1092,-520.8501,0.0092,1.4424,8.7442,,
887,#887 Thin Skin,4,4. bronze and marble supplies are running low as sculptors depict full-figured subjects,,-1.2984,,,0.1963,,-16.6399,,,-10.5118,-15.5631,26.6644,-42.8455,-1.5084,-55.0399,-22.7978,-24.5097,-8.6355,-9.2588,-12.9486,-14.5924,-15.8055,-376.181,28.439,-6.6411,-6.6831,-0.0017,-31.6745,-26.9381,-20.4834,-143.198,-0.0001,,,0.0044,0.0358,-0.0288,0.0007,,,-1.9618,0.0005,-0.0027,-0.172,,-22.4776,0.082,,0.0594,-0.1463,0.0022,-0.0012,,-0.0405,-14.9414,12.8329,,0.1363,0.0017,0.0021,,-1.3416,,-0.4034,0.8992,,2.175,-885.0902,-621.8653,-1356.1031,-37.621,,-9.5908,-470.0587,-0.0006,2.5528,2.8073,,1.9618
888,#888 Criminal Patterns,1,1. road signs are getting harder to read under layers of knitted woolen cardigans,0.4349,0.7597,-0.0011,0.0001,-0.058,0.0018,5.7409,-0.4126,0.3463,6.1382,-11.113,502.8026,13.8286,6.477,-44.7098,5.388,-18.9161,2.7675,3.7429,4.8763,6.5096,4.6818,3.9625,48.826,2.5621,513.8965,0.0278,11.7075,9.3109,8.1581,69.1752,-0.0004,-0.0004,0.0018,0.0012,0.0954,-0.0769,,0.0004,,-2.9654,-0.0091,-0.0126,0.0721,-0.0303,8.5854,0.6492,0.001,-0.0111,-0.0813,-0.0001,0.0002,-12.7089,-0.0055,5.6677,0.025,0.0015,0.355,0.0205,0.004,-14.8217,-0.0557,0.0303,0.2378,8.4616,0.0015,0.0127,614.3834,414.0385,1026.594,12.4632,0.0038,3.4265,314.5391,-0.0088,0.8079,0.0605,0.0012,0.9885
888,#888 Criminal Patterns,2,2. a stitch in time could see you serving nine,-0.4389,-0.0006,0.0125,-0.0,-0.0392,,3.1528,0.391,-0.4258,1.8093,22.3921,-496.7822,7.9399,2.0997,81.1053,13.289,32.8576,2.3135,5.4792,11.1356,1.5896,4.443,10.7049,-34.4116,3.7098,-481.0625,0.0005,1.8571,5.2383,8.679,9.446,,0.0003,,0.0031,-0.0889,0.1029,,,,2.9661,0.0114,0.0145,0.0219,0.0661,6.3319,-0.6295,-0.0005,0.0636,-0.1868,-0.0035,0.0002,13.4134,-0.0044,2.3899,0.0411,-0.0023,-0.3645,-0.0241,,13.8182,0.1934,-0.0661,0.0075,-10.0933,,,-133.0506,-59.2036,-330.5876,5.9434,-0.0054,0.5525,-115.6545,0.0096,-0.5631,0.523,,-0.9887
888,#888 Criminal Patterns,3,3. schoolchildren are arrested for possessing sidewalk chalk without a permit,0.0016,-0.4583,0.0801,-0.8525,-0.2582,0.0027,6.0707,-0.0011,-0.0011,3.4558,4.0375,-735.1409,19.3401,-0.447,-1.6983,35.4448,2.6731,7.4933,12.5323,28.0397,3.0593,10.7543,32.0418,-91.7174,-9.6934,-695.0587,0.006,1.7894,14.1467,23.8028,25.7044,0.0011,0.6402,0.0022,-1.0551,-0.0561,0.0824,-0.0024,,,3.9776,0.0776,0.2689,0.0924,0.0104,15.2894,-0.9165,-1.336,0.3242,-0.7889,-0.0409,0.0139,57.7011,-0.0847,4.1943,-26.4219,-0.0024,-0.0031,-0.0465,-0.0004,0.1212,3.2132,-0.0104,-0.0731,-13.8853,-0.0252,0.0026,-530.269,285.1844,-4651.287,15.0044,-0.0565,-0.0166,-490.4334,0.0021,-1.4351,2.4073,,-3.9776
889,#889 A Plank Too Far,1,1. pirates armed with sonar-guided semi-autonomous torpedos and laser weapons systems are often seen capturing fishing trawlers,0.0351,-0.0001,,-0.0,0.3077,0.0005,-7.5464,-0.0262,0.0059,-6.033,-6.5894,-17.8696,184.2297,-12.3186,-5.8293,811.3955,-5.836,-15.5589,-18.9086,-37.5123,-4.3222,-14.719,-40.3095,-11.56,21.2447,787.2454,0.0634,-6.2493,-16.6117,-24.9891,-29.45,,0.0032,0.0006,-0.019,0.0449,-0.0446,-0.0027,,0.0007,0.0034,-0.4964,-0.4814,-0.0845,-0.0147,182.2473,-0.7964,-0.0038,-0.0149,-0.1618,0.9401,-0.2353,-2.3351,-0.0705,-6.11,-7.254,0.094,0.1133,-0.0009,,,1.9655,0.0147,-0.0291,-2.8523,2.5721,,815.5013,382.8111,2262.7061,-18.3936,0.2442,-1.9416,336.687,0.1451,0.004,,-0.0034,
889,#889 A Plank Too Far,2,2. thousands of former pirates can be found peddling knockoff products in flea markets,,,,,-0.1865,,-7.2022,,,-1.8537,-3.4044,-5.6962,-25.0113,-2.2584,-1.9659,-14.6422,-8.1255,-3.434,-4.5897,-10.9807,-2.1157,-5.7157,-14.6159,-11.8989,-25.7254,-22.1922,0.0733,-6.6994,-11.7189,-13.5011,-17.0456,,,,,,,,,,,0.4259,0.4003,0.0595,,209.0359,0.0247,,0.2012,-1.3935,-0.8728,0.1331,,0.0451,-4.5769,5.6081,-0.0223,-0.2105,,,,-1.9051,,0.0196,,,,47.7695,15.7102,124.9725,-16.045,-0.1454,105.1021,-237.3812,0.148,,,,
889,#889 A Plank Too Far,3,3. a paperwork error has naval privateers being directed to attack land-locked nations,,,,,0.3279,-0.2296,1.94,,,-1.2268,-0.572,-1.5373,-5.6202,-0.5657,1.4285,3.0525,-1.0674,-1.9604,-5.2505,-13.567,-0.6816,-3.5163,171.5283,-2.0748,62.7192,0.2867,-0.0,0.7948,-0.6103,-0.1509,-3.8863,,,-0.1178,0.2789,,,,,,-0.0293,-0.5367,-0.9878,-0.0648,-0.001,-0.6718,-0.4797,,-0.3901,3.176,2.406,-0.4215,,-0.113,0.1748,-7.6779,0.0419,0.2136,0.0,,,2.6034,0.001,-0.022,,,,197.1504,96.0589,460.6098,-0.3535,0.2235,0.481,607.5294,,-0.0,-1.1307,,
890,#890 Mining Blues,1,1/2. the reams of paperwork accompanying any electronic item are a recognised contributor to national deforestation,-0.0084,-0.2642,,-0.048,-0.06,0.7114,5.5542,0.0126,-0.0031,4.3087,3.776,6.2808,-833.3121,17.2321,3.8279,-24.1311,7.1425,2.7311,6.4019,8.7242,2.5241,5.7165,-158.1888,277.4139,-4.4563,-13.5175,0.0429,5.6247,8.712,9.4855,10.7744,,0.3048,0.5392,-0.7627,-0.0556,0.0442,,0.0004,,0.0041,0.1283,0.3209,0.0413,0.0524,7.2647,1.562,-0.4169,0.4781,-1.1867,,,7.9033,-0.1922,3.6354,3.5189,-0.0047,-0.378,-0.0098,,,-0.1013,-0.0524,-0.0402,11.6442,-7.3498,,-454.9462,-63.2794,-1324.3061,12.4223,-0.053,113.2623,-553.0642,0.0003,-0.1402,6.2119,,-0.0041
890,#890 Mining Blues,2,"3/4. the latest ""must-have"" uPhone is 1/4 mm thinner than last year's uPhone",0.0083,0.2279,-0.0005,0.2599,0.2326,-0.8466,-3.3444,-0.006,0.0022,-13.3669,-12.2888,-16.2581,783.0891,-29.6433,-13.0467,31.4766,-17.6918,-12.5414,-17.6708,-20.6841,-12.1219,-15.1211,163.2461,-23.1865,-3.8665,1.8423,-0.0046,-5.2938,-8.7992,-11.9702,-13.2177,0.0018,-0.3225,-0.6288,1.1277,0.223,-0.1431,0.0022,0.0022,,0.0058,-0.1753,-0.4964,-0.0738,0.0137,-14.3849,-0.9805,0.5579,-0.38,0.9553,0.0036,-0.0021,-15.1944,0.1899,-4.611,-4.6085,0.0156,-0.146,0.016,-0.0116,-0.0509,0.6081,-0.0137,0.0398,-9.4199,6.6362,-0.0038,610.1558,-87.51,3417.263,-13.4029,0.0913,-0.6421,751.5749,0.0229,0.1718,-8.5671,,-0.0029
890,#890 Mining Blues,3,5. pocket calculators are seen as status symbols for the ostentatiously wealthy,,-0.6621,0.0084,-0.1194,-0.0076,0.7632,130.4549,,,-9.1798,14.8632,-10.7028,-592.3303,-8.2213,79.1842,-53.7765,24.3928,-4.0627,-9.131,-8.7142,-7.3255,-8.4351,-94.0019,-8.7681,-16.9392,-73.6485,0.0531,-7.7132,-4.7607,-5.8036,0.2123,,0.776,0.5737,-1.1791,-0.1557,0.0815,-0.0059,,,1.9858,0.1554,0.194,-0.0162,0.1437,-6.3183,1.015,-0.9978,-0.0,0.8403,-0.0001,0.0004,21.5068,-0.1693,-3.3758,14.1351,-0.0057,-0.0009,-0.043,,22.3162,-0.2202,-0.1437,-0.1737,7.2722,-4.8495,,-487.283,135.5626,-2109.4929,-5.2195,-0.0529,-2.1705,-214.8066,-0.0286,0.1133,3.6049,,
890,#890 Mining Blues,4,6. the Betamax versus VHS debate continues to rage strongly in @@NAME@@,,-0.9171,,-0.3397,-0.2603,0.6868,74.9102,,,-3.4126,37.3416,23.5724,-1562.9011,20.4163,108.9815,-12.5942,87.5868,2.4697,0.6415,19.1056,-8.2171,5.0453,-299.9234,19.0318,-13.7705,7.5742,0.0232,-2.9661,11.0466,9.7492,24.0716,,1.1076,0.4453,-1.7721,-0.4165,0.3423,,,,6.0323,0.1845,0.2685,0.0137,0.2729,7.421,1.1369,-1.5984,-0.0327,2.3758,-0.01,0.0066,69.6973,-0.2523,2.021,29.0569,-0.0105,0.2684,-0.0747,,45.8569,-1.6132,-0.2729,-0.2218,21.1,-16.8684,,-1148.6197,65.3176,-4700.1452,19.5108,-0.09,-1.221,-377.7037,,0.2616,3.38,,
891,#891 Preach It!,1,1. citizens are prohibited from raising their voice above thirty decibels in commercial districts,-0.6619,,-0.0021,,0.0006,,-4.218,0.6032,-0.4001,-5.1804,-7.4831,-43.04,-18.4052,-4.9792,-8.8077,-27.3356,-8.545,-6.1424,-10.8367,-15.4817,-5.2545,-9.5896,345.5702,-39.5639,-8.5907,-75.5452,0.0002,-4.1722,-8.1921,-13.3294,-11.1475,-0.1991,,,-0.8022,-0.1034,0.0916,,0.0025,,0.9891,0.0122,0.0171,0.0003,0.1018,-11.1067,0.0943,,-0.17,0.3579,0.0035,-0.0001,19.5032,0.024,-3.6953,-3.3045,-0.0019,-0.3963,-0.0207,0.0009,,0.4651,-0.1018,0.0006,-0.484,0.0052,,256.9658,115.1922,615.5611,-10.3827,-0.0053,-0.8684,278.2436,0.0117,-0.9661,0.5138,,-0.9847
